!03511426-n	heelless	0.0	[0]
00624026-a	considerable	17.0	[0, 34.0, 0, 34.0]
00624476-v	read	0.0	[0]
00624476-v	take	0.0	[0, 0]
00628491-v	think	0.0	[0]
00630380-v	think over	0.0	[0]
00631378-n	practice	0.0	[0, 0]
00631391-a	correct	42.666666666666664	[64.0, 64.0, 0]
00631391-a	right	34.0	[34.0]
00631737-v	think	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00631737-v	suppose	8.5	[34.0, 0, 0, 0]
00631737-v	daresay	14.0	[21.0, 0, 21.0]
00631737-v	imagine	31.0	[34.0, 25.0, 34.0]
00631798-a	precise	17.0	[0, 34.0]
00631798-a	exact	34.0	[34.0]
00632236-v	presume	0.0	[0, 0]
00632438-a	wrong	-34.0	[-34.0]
00632949-a	erroneous	-64.0	[-64.0]
00633410-a	correct	17.0	[34.0, 0]
00633443-v	suppose	0.0	[0, 0]
00633864-n	investigation	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
00634472-v	reason	0.0	[0.0]
00634906-v	work	0.0	[0, 0, 0]
00635850-n	examination	0.0	[0, 0, 0]
00636574-v	deduce	34.0	[34.0]
00636728-n	inquiry	0.0	[0, 0, 0]
00636888-v	found	0.0	[0]
00636921-n	research	0.0	[0]
00638585-v	work out	0.0	[0]
00644583-v	study	17.0	[0, 34.0]
00644583-v	examine	13.6	[0, 0, 34.0, 34.0, 0]
00651039-a	serious	-33.2	[-34.0, 0.0, -64.0, -34.0, -34.0]
00651813-n	contrast	0.0	[0]
00654015-v	reconsider	34.0	[34.0]
00654885-n	care	54.0	[64.0, 64.0, 34.0]
00655555-v	refer	0.0	[0]
00655779-a	important	34.0	[34.0, 34.0, 34.0]
00657604-n	medical aid	34.0	[34.0]
00662589-v	see	0.0	[0]
00668099-v	stand	-17.0	[-34.0, 0]
00678547-v	time	0.0	[0]
00689344-v	think	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00689344-v	believe	28.333333333333332	[0, 34.0, 34.0, 34.0, 34.0, 34.0]
00689950-v	look upon	0.0	[0, 0]
00693570-a	light	-34.0	[-34.0]
00697589-v	decide	0.0	[0]
00697589-v	make up one's mind	0.0	[0, 0]
00698855-v	decide	0.0	[0]
00698855-v	settle	34.0	[34.0]
00699815-v	set	0.0	[0]
00700451-a	definite	34.0	[34.0]
00700884-a	certain	0.0	[0]
00703615-a	grim	-64.0	[-64.0]
00706047-v	hope	0.0	[0]
00706557-v	offer	34.0	[34.0]
00708840-v	mean	0.0	[0]
00711715-v	think of	0.0	[0]
00713167-v	associate	0.0	[0]
00713558-a	pressing	-34.0	[-34.0]
00715239-v	find	0.0	[0, 0, 0]
00720063-v	expect	34.0	[34.0, 34.0]
00720063-v	wait	0.0	[0]
00720497-v	look forward	0.0	[0]
00720961-v	tell	0.0	[0, 0, 0]
00721098-v	trust	34.0	[34.0]
00723349-v	occur	11.333333333333334	[34.0, 0, 0]
00723542-a	suggestive	34.0	[34.0]
00724150-v	allow	34.0	[34.0]
00729109-v	follow	0.0	[0, 0]
00729109-v	trace	0.0	[0, 0, 0]
00730758-v	draw	0.0	[0]
00730758-v	make	6.8	[34.0, 0, 0, 0, 0]
00731947-n	errand	0.0	[0]
00732224-v	devote	64.0	[64.0]
00737656-v	seize	-34.0	[-34.0]
00737884-v	pay	0.0	[0]
00738747-v	call	0.0	[0]
00739082-v	think	0.0	[0]
00739340-v	think	0.0	[0, 0, 0]
00742320-v	communicate	0.0	[0, 0, 0]
00745499-v	order	0.0	[0]
00746718-v	say	0.0	[0, 0, 0, 0]
00746718-v	tell	0.0	[0, 0]
00748972-v	give	0.0	[0, 0]
00749230-a	easy	22.666666666666668	[34.0, 34.0, 0]
00752493-v	ask	0.0	[0, 0, 0, 0, 0, 0]
00752764-v	call for	0.0	[0]
00753428-v	request	0.0	[0]
00753881-v	call	0.0	[0]
00754156-v	call	0.0	[0]
00758333-v	claim	34.0	[34.0]
00759269-v	beg	-44.0	[-34.0, -64.0, -34.0]
00766234-n	crime	-48.25	[-34.0, -95.0, -64.0, 0]
00770437-v	make	8.5	[34.0, 0, 0, 0]
00770437-v	cause	-34.0	[-34.0]
00770437-v	have	0.0	[0, 0, 0, 0]
00771490-v	let	0.0	[0, 0, 0, 0]
00776268-v	assure	64.0	[64.0]
00780011-a	clear	34.0	[34.0, 34.0]
00781000-v	proceed	34.0	[34.0]
00781000-v	go on	0.0	[0]
00781000-v	continue	0.0	[0, 0, 0]
00781685-n	robbery	-64.0	[-64.0]
00782216-a	vague	-34.0	[-34.0]
00784342-v	ask	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00785962-v	investigate	0.0	[0, 0]
00786195-n	attempt	0.0	[0]
00786195-n	effort	17.0	[34.0, 0]
00791078-n	test	0.0	[0]
00791506-v	recall	33.0	[33.0]
00792471-v	send for	0.0	[0, 0, 0]
00794640-v	turn	0.0	[0]
00797430-v	refuse	-34.0	[-34.0, -34.0]
00802318-v	allow	34.0	[34.0, 34.0, 34.0]
00802318-v	let	0.0	[0]
00803617-n	control	34.0	[34.0]
00809654-v	put off	0.0	[0]
00810729-v	escape	0.0	[0.0, 0.0]
00812526-n	grip	0.0	[0]
00812952-a	early	0.0	[0, 0, 0, 0]
00815000-a	untimely	-34.0	[-34.0]
00815000-a	premature	-34.0	[-34.0]
00815686-v	reply	0.0	[0]
00815686-v	answer	11.333333333333334	[34.0, 0, 0]
00816481-a	late	0.0	[0, 0]
00818553-v	confess	-39.0	[-34.0, -34.0, -34.0, -34.0, -34.0, -64.0]
00818974-v	insist	27.0	[27.0]
00822115-a	easy	34.0	[34.0, 34.0]
00824321-a	west	0.0	[0]
00824631-a	western	0.0	[0]
00825604-a	eastern	0.0	[0]
00829378-n	care	64.0	[64.0]
00836544-a	heavy	-34.0	[-34.0]
00837098-n	gasp	-34.0	[-34.0]
00838043-v	affect	-34.0	[-34.0]
00854420-v	deceive	-34.0	[-34.0]
00855670-a	little	0.0	[0, 0]
00867357-n	start	-34.0	[-34.0, -34.0]
00872886-v	advise	34.0	[34.0]
00874226-a	brisk	0.0	[0.0]
00875394-v	suggest	11.333333333333334	[34.0, 0, 0]
00877083-v	consult	0.0	[0]
00877625-n	glance	0.0	[0]
00878456-n	stare	0.0	[0]
00878636-v	submit	0.0	[0]
00879271-n	inspection	17.0	[34.0, 0]
00880662-n	vigil	-64.0	[-64.0]
00884011-v	assure	64.0	[64.0]
00885217-v	oblige	25.0	[16.0, 34.0]
00885925-v	oblige	34.0	[34.0]
00886602-v	engage	34.0	[34.0, 34.0]
00888009-v	give	0.0	[0]
00892315-v	thank	0.0	[0]
00893878-v	excuse	0.0	[0]
00893955-n	training	34.0	[34.0]
00898019-v	shake hands	0.0	[0, 0]
00898210-v	nod	0.0	[0, 0.0]
00898434-v	nod	0.0	[0.0]
00900071-a	mysterious	-34.0	[-34.0]
00902424-v	free	34.0	[34.0]
00911048-n	building	0.0	[0]
00912048-v	cry	-23.0	[34.0, -34.0, -34.0, -64.0, 34.0, -34.0, -34.0, 0, -64.0, -34.0]
00912833-v	scream	-64.0	[-64.0]
00912833-v	yell	-64.0	[-64.0]
00914420-v	shriek	-64.0	[-64.0]
00915830-v	whisper	0.0	[0.0, 0.0, 0.0]
00916274-v	snarl	-64.0	[-64.0]
00916383-a	odd	0.0	[0]
00917300-v	say	0.0	[0, 0]
00918872-v	find	17.0	[0, 34.0]
00920336-v	see	0.0	[0, 0, 0]
00920336-v	determine	34.0	[34.0]
00920336-v	learn	34.0	[34.0]
00923307-v	show	0.0	[0]
00923622-v	strike	0.0	[0]
00923793-v	show	0.0	[0, 0]
00923793-v	point	0.0	[0, 0, 0, 0, 0, 0]
00925110-v	wonder	0.0	[0]
00927430-v	hint	34.0	[34.0]
00930806-v	suggest	11.333333333333334	[0, 34.0, 0]
00931852-v	mean	0.0	[0, 0]
00933821-v	lay	0.0	[0]
00933821-v	break	-34.0	[-34.0]
00935827-v	spring	0.0	[0]
00936465-v	confide	0.0	[0.0]
00939277-v	explain	24.285714285714285	[34.0, 34.0, 34.0, 34.0, 0, 34.0, 0]
00941990-v	speak	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00943837-v	speak	0.0	[0]
00944247-v	give	0.0	[0]
00944924-v	deduce	34.0	[34.0]
00945125-v	gather	0.0	[0.0, 0.0]
00946650-n	quest	0.0	[0, 0]
00947077-v	determine	64.0	[64.0]
00947128-n	use	6.8	[34.0, 0, 0, 0, 0]
00950272-a	inner	0.0	[0, 0]
00952524-v	tell	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00953216-v	tell	0.0	[0, 0, 0, 0, 0, 0, 0]
00955148-v	mean	0.0	[0, 0, 0, 0]
00959524-v	come back	0.0	[0]
00962447-v	speak	0.0	[0, 0, 0]
00965035-v	describe	0.0	[0, 0]
00965404-n	violence	-95.0	[-95.0, -95.0]
00965606-a	familiar	0.0	[0]
00967129-a	strange	-39.0	[-34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -64.0, -34.0, -34.0, -34.0, -64.0]
00967129-a	unusual	-34.0	[-34.0, -34.0, -34.0, -34.0]
00967646-a	fantastic	-34.0	[-34.0]
00968010-a	peculiar	-34.0	[-34.0, -34.0]
00970610-a	common	0.0	[0.0, 0.0, 0.0]
00974159-a	old-fashioned	0.0	[0, 0]
00978199-a	swift	34.0	[34.0]
00979862-a	rapid	34.0	[34.0]
00979870-v	say	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00980527-a	slow	-34.0	[-34.0]
00986417-v	break into	-17.0	[-34.0, 0]
00988232-a	thin	-11.333333333333334	[-34.0, 0, 0]
01003277-a	over	0.0	[0]
01003277-a	all over	34.0	[34.0]
01004703-a	pend	0.0	[0]
01006421-v	sketch	0.0	[0]
01009206-a	first	0.0	[0, 0]
01009240-v	say	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01009240-v	tell	0.0	[0, 0, 0]
01009821-v	say	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
01010862-a	first	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01012503-a	original	0.0	[0]
01013040-v	swear	0.0	[0]
01013279-a	last	-4.857142857142857	[0, 0, 0, -34.0, 0, 0, 0]
01015244-v	show	5.666666666666667	[0, 0, 0, 34.0, 0, 0]
01015244-v	course	0.0	[0]
01015244-v	prove	34.0	[34.0]
01016002-v	say	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01020005-v	observe	0.0	[0, 0]
01020005-v	remark	0.0	[0, 0, 0.0, 0, 0]
01023820-n	process	0.0	[0]
01028748-v	call	0.0	[0]
01031256-v	send	0.0	[0, 0, 0, 0, 0]
01033996-a	native	0.0	[0]
01036996-n	marriage	34.0	[34.0, 34.0, 34.0, 34.0, 34.0]
01036996-n	wedding	34.0	[34.0, 34.0]
01038666-v	chat	0.0	[0.0]
01041762-v	summon	34.0	[34.0]
01044114-v	murmur	-33.0	[-33.0]
01044533-v	mutter	-33.0	[-33.0]
01046059-v	howl	-34.0	[-34.0]
01047874-a	fortunate	64.0	[64.0]
01048762-a	well	49.0	[34.0, 64.0]
01048762-a	good	34.0	[34.0]
01050088-a	fatal	-79.5	[-64.0, -95.0]
01050890-a	pitiable	-34.0	[-34.0]
01050890-a	poor	-41.5	[-64.0, -34.0, -34.0, -34.0]
01053771-v	hiss	-34.0	[-34.0]
01053920-n	residence	0.0	[0]
01058574-v	remark	34.0	[34.0]
01060317-v	give	0.0	[0, 0]
01064148-n	rest	34.0	[34.0]
01067694-a	fresh	34.0	[34.0, 34.0, 34.0]
01071746-n	pleasure	64.0	[64.0]
01075178-a	amiable	34.0	[34.0]
01083157-a	full	8.5	[0, 34.0, 0, 0]
01094725-n	business	0.0	[0]
01099436-n	investment	0.0	[0]
01099707-a	mere	0.0	[0, 0]
01102876-a	widespread	0.0	[0]
01120069-v	attack	-49.0	[-64.0, -34.0]
01123148-a	good	48.0	[64.0, 64.0, 0, 64.0]
01123887-v	strike	-34.0	[-34.0]
01124768-a	satisfactory	64.0	[64.0]
01129337-v	guard	-34.0	[-34.0]
01130169-v	screen	0.0	[0.0]
01131043-a	evil	-64.0	[-64.0]
01131803-a	bad	-64.0	[-64.0]
01131935-a	dark	-64.0	[-64.0, -64.0, -64.0, -64.0]
01131935-a	sinister	-95.0	[-95.0, -95.0]
01132148-n	great care	0.0	[0]
01133017-a	wretched	-64.0	[-64.0]
01137378-a	morose	-64.0	[-64.0]
01139636-n	name	0.0	[0]
01143279-a	sudden	-11.333333333333334	[0, -34.0, 0, -34.0, 0, 0]
01144571-a	gentle	34.0	[34.0]
01146051-v	strain	-34.0	[-34.0]
01146920-a	glad	34.0	[34.0]
01147044-a	ungrateful	-34.0	[-34.0]
01150475-a	sorry	-64.0	[-64.0]
01153141-a	fleecy	34.0	[34.0]
01158872-v	use	4.25	[0, 0, 0, 0, 0, 0, 34.0, 0]
01161087-v	waste	-34.0	[-34.0]
01162406-a	subtle	-47.0	[-48.0, -46.0]
01173038-n	blow	-34.0	[-34.0]
01176431-n	brawl	-64.0	[-64.0]
01182293-v	indulge	64.0	[64.0]
01183573-v	satisfy	34.0	[34.0]
01184932-a	heavy	0.0	[0.0, 0.0]
01185740-v	breakfast	0.0	[0, 0]
01188342-v	be full	0.0	[0]
01189282-n	sentence	-64.0	[-64.0]
01190683-a	heavy	-34.0	[-34.0]
01198101-v	smoke	-34.0	[-34.0]
01199009-v	draw	0.0	[0.0, 0.0]
01204557-a	high	14.571428571428571	[0, 0, 34.0, 34.0, 34.0, 0, 0]
01206318-a	upper	0.0	[0]
01207402-v	pick up	0.0	[0, 0]
01207609-n	aid	34.0	[34.0, 34.0]
01207609-n	help	17.0	[34.0, 0]
01207609-n	assistance	34.0	[34.0]
01207817-v	break in	-34.0	[-34.0]
01209135-v	strike	34.0	[34.0]
01212230-v	run	0.0	[0, 0]
01212572-v	seize	-34.0	[-34.0, -34.0]
01214265-v	take	0.0	[0, 0, 0]
01215421-a	low	0.0	[0.0, 0.0, 0.0, 0.0]
01215935-a	deep	-34.0	[-34.0]
01216670-v	hold	0.0	[0, 0, 0]
01224914-n	insolence	-34.0	[-34.0]
01225215-v	turn	0.0	[0]
01229976-v	stab	-64.0	[-64.0]
01233156-n	visit	0.0	[0, 0, 0, 0]
01233802-n	presence	0.0	[0, 0, 0]
01239862-v	pull down	0.0	[0]
01247240-a	hot	0.0	[0]
01247426-v	cock	-34.0	[-34.0]
01247804-v	tap	0.0	[0]
01248752-n	re-marriage	-34.0	[-34.0]
01251128-a	cold	-34.0	[-34.0]
01258617-a	human	0.0	[0]
01261293-n	thrill	34.0	[34.0]
01263971-a	cold	-34.0	[-34.0]
01265308-a	comic	64.0	[64.0]
01269702-v	whitewash	0.0	[0]
01270175-a	hurried	-34.0	[-34.0]
01270486-a	quick	0.0	[0]
01275562-a	important	33.2	[34.0, 0, 34.0, 34.0, 64.0]
01276150-a	essential	17.0	[34.0, 0]
01277426-a	main	0.0	[0.0, 0.0]
01277426-a	principal	0.0	[0.0]
01279611-a	serious	-64.0	[-64.0]
01280014-v	twist	0.0	[0]
01283208-v	wrap	0.0	[0]
01284908-v	undo	-17.0	[0, -34.0]
01290255-v	attach	0.0	[0]
01292885-v	couple	0.0	[0]
01293389-v	match	34.0	[34.0]
01293542-a	averse	-34.0	[-34.0]
01303242-v	bind	-34.0	[-34.0]
01311103-v	dig	0.0	[0.0]
01314440-v	grope for	0.0	[0]
01314537-a	hereditary	0.0	[0]
01315613-v	look for	0.0	[0, 0]
01317954-a	injured	-64.0	[-64.0, -64.0]
01318330-a	livid	-34.0	[-34.0]
01318894-n	pet	0.0	[0, 0]
01325536-v	kill	-95.0	[-95.0]
01334958-a	clever	44.0	[64.0, 34.0, 34.0]
01340439-v	secure	0.0	[34.0, -34.0]
01340439-v	fasten	0.0	[0.0, 0, 0, 0]
01340439-v	fix	0.0	[0]
01342572-a	curious	34.0	[34.0]
01342910-v	bar	-34.0	[-34.0]
01343610-v	clamp	-34.0	[-34.0, -34.0]
01343892-v	fasten	-2.0	[-4.0, 0]
01343918-a	interesting	41.5	[34.0, 34.0, 34.0, 34.0, 64.0, 34.0, 64.0, 34.0]
01344344-a	entertaining	64.0	[64.0]
01345109-v	close	-5.666666666666667	[0, 0, 0, 0, -34.0, 0]
01346003-v	open	6.8	[0, 0, 34.0, 0, 0]
01347298-v	confine	-34.0	[-34.0]
01347678-v	shut up	0.0	[0.0]
01347678-v	lock	0.0	[0]
01347678-v	lock in	0.0	[0, 0]
01347678-v	lock up	-34.0	[-34.0]
01348174-v	lock	-17.0	[0, -34.0]
01348705-v	unlock	0.0	[0]
01348838-v	bolt	-34.0	[-34.0]
01350225-a	outside	0.0	[0, 0]
01350449-v	force	0.0	[0.0]
01351170-v	draw out	0.0	[0]
01355518-v	communicate	0.0	[0]
01363153-a	tragic	-95.0	[-95.0, -95.0]
01363936-a	overjoyed	95.0	[95.0]
01366277-a	sad	-64.0	[-64.0]
01368597-v	straighten	0.0	[0.0]
01368597-v	straighten out	0.0	[0]
01372049-a	kind	34.0	[34.0]
01376705-a	well-known	34.0	[34.0]
01380638-v	gather	0.0	[0.0]
01382086-a	large	6.8	[0, 0, 34.0, 0, 0]
01382086-a	big	0.0	[0]
01384438-a	bulky	-34.0	[-34.0]
01386883-a	great	38.8	[64.0, 0, 64.0, 34.0, 64.0, 64.0, 64.0, 0.0, 34.0, 0]
01387319-a	immense	0.0	[0]
01387319-a	huge	0.0	[0, 0, 0, 0]
01388813-v	convulse	-64.0	[-64.0]
01389170-a	massive	17.0	[34.0, 0]
01391351-a	small	-2.8333333333333335	[0, -34.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01391351-a	little	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
01397210-v	beat	-64.0	[-64.0]
01398919-v	beat	-64.0	[-64.0]
01409581-a	like	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01410223-v	strike	0.0	[-34.0, 34.0]
01411065-a	same	0.0	[0]
01411085-v	lash	-49.0	[-34.0, -64.0]
01411451-a	likely	22.666666666666668	[0, 34.0, 34.0]
01412415-a	unlikely	-34.0	[-34.0]
01413247-a	likely	34.0	[34.0, 34.0, 34.0]
01413247-a	probable	34.0	[34.0, 34.0, 34.0]
01430111-a	logical	0.0	[0]
01433493-a	long	0.0	[0, 0, 0, 0, 0, 0, 0]
01434278-v	take away	0.0	[0]
01434717-a	far	0.0	[0]
01436003-a	short	-0.4444444444444444	[30.0, 0, -34.0, 0, 0, 0, 0, 0, 0]
01437254-v	send	0.0	[0]
01437963-a	long	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
01441382-v	bite	-64.0	[-64.0]
01442186-a	short	0.0	[0, 0]
01442361-v	pierce	-34.0	[-34.0]
01443097-a	momentary	0.0	[0]
01444022-a	long	0.0	[0]
01445932-v	bite	-34.0	[-34.0]
01448100-v	draw	0.0	[0, 0]
01449974-v	carry	0.0	[0]
01455412-a	gentle	34.0	[34.0]
01455888-a	low	0.0	[0.0, 0.0]
01459755-a	lovely	64.0	[64.0]
01462324-a	beloved	64.0	[64.0]
01465472-n	fang	-34.0	[-34.0]
01467751-v	fringe	0.0	[0]
01476483-v	block	-34.0	[-34.0]
01477704-v	shade	-34.0	[-34.0]
01478002-v	bar	-34.0	[-34.0]
01478002-v	block	-34.0	[-34.0]
01481360-v	hang	0.0	[0]
01481612-a	married	34.0	[34.0]
01481957-v	hang	0.0	[0]
01482075-v	hang	0.0	[0, 0]
01483247-v	veil	0.0	[0]
01493741-v	put	0.0	[0, 0, 0, 0]
01494310-v	place	0.0	[0, 0, 0, 0]
01494310-v	lay	0.0	[0, 0, 0, 0, 0]
01494310-v	put	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
01499265-v	throw	-17.0	[0, -34.0]
01499265-v	thrust	-34.0	[-34.0]
01503061-n	bird	0.0	[0, 0, 0]
01505254-v	draw	34.0	[34.0]
01505958-v	catch	0.0	[0]
01506157-v	back	0.0	[0]
01507143-v	hurl	-34.0	[-34.0, -34.0]
01507407-v	dash	-34.0	[-34.0]
01508086-a	ruthless	-34.0	[-34.0]
01508368-v	throw	-33.0	[-31.0, -34.0, -34.0]
01509066-a	gentle	34.0	[34.0]
01511387-a	keen	34.0	[34.0]
01511854-a	fierce	-64.0	[-64.0]
01513050-a	terrible	-95.0	[-95.0, -95.0]
01513512-a	strong	6.8	[0, 0, 0, 0, 34.0]
01514141-a	wild	-34.0	[-34.0]
01515078-n	night-bird	0.0	[0]
01519184-v	shoot	-17.0	[-34.0, 0]
01521367-v	unravel	34.0	[34.0]
01523986-v	curl	0.0	[0]
01527420-a	metallic	0.0	[0, 0, 0]
01532912-a	small	0.0	[0, 0]
01535481-a	far	-34.0	[-34.0]
01538629-v	spatter	-34.0	[-34.0]
01539063-v	take in	34.0	[34.0]
01543123-v	sit	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01543731-v	perch	0.0	[0]
01544692-v	lay	0.0	[0, 0, 0]
01545314-v	squat	0.0	[0, 0]
01546111-v	stand	0.0	[0, 0, 0]
01547001-v	lie	0.0	[0, 0]
01549568-a	dissolute	-64.0	[-64.0]
01549964-a	disgraceful	-64.0	[-64.0]
01551633-a	many	0.0	[0, 0, 0, 0, 0, 0]
01552885-a	few	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01553340-a	a few	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01553340-a	a couple of	0.0	[0]
01553629-a	much	0.0	[0, 0, 0]
01554063-a	some	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01554230-a	such	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01554230-n	such	0.0	[0, 0, 0, 0, 0]
01554510-a	little	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01554510-a	slight	0.0	[0]
01554940-a	small	0.0	[0, 0]
01555133-a	more	0.0	[0, 0, 0, 0, 0, 0]
01555133-a	more than	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
01556061-a	less	0.0	[0]
01556355-a	more	11.333333333333334	[0, 34.0, 0]
01556913-a	less	-17.0	[-34.0, 0]
01564603-a	rigid	-34.0	[-34.0]
01568886-v	surround	0.0	[0]
01572831-a	dummy	-34.0	[-34.0, -34.0]
01572978-v	clinch	-34.0	[-34.0]
01580050-a	necessary	5.666666666666667	[0.0, 0.0, 0.0, 0.0, 0.0, 34.0]
01581115-a	unnecessary	-17.0	[-34.0, 0]
01582409-v	bury	-34.0	[-34.0]
01586342-a	nice	49.0	[64.0, 34.0]
01586752-a	good	34.0	[34.0]
01586850-v	frame	0.0	[0]
01586850-v	frame in	0.0	[0]
01590484-a	aristocratic	34.0	[34.0]
01604330-n	bird of prey	-64.0	[-64.0]
01606574-v	lean	0.0	[0, 0]
01609115-v	pull at	0.0	[0]
01609287-v	pull	0.0	[0, 0]
01617192-v	make	5.666666666666667	[0, 0.0, 0.0, 0.0, 0, 34.0]
01618376-a	plain	34.0	[34.0]
01618376-a	evident	0.0	[0]
01619014-v	do	0.0	[0, 0]
01619014-v	make	27.0	[27.0]
01625893-a	loathsome	-95.0	[-95.0]
01626562-a	horrid	-95.0	[-95.0]
01632537-a	official	17.0	[34.0, 0]
01632897-v	throw	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
01632897-v	cast	0.0	[0]
01635432-v	fancy	44.0	[34.0, 34.0, 64.0]
01636397-v	imagine	25.5	[34.0, 34.0, 0, 34.0]
01636397-v	see	0.0	[0]
01637166-v	think	0.0	[0]
01637982-v	find	0.0	[0]
01638438-a	old	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01640850-a	new	34.0	[34.0]
01640855-v	carry out	0.0	[0]
01641648-a	fresh	0.0	[0]
01643620-a	old	-3.857142857142857	[0, 0, 0, 0, -27.0, 0, 0]
01645601-v	cause	0.0	[0, 0, 0]
01645678-a	grey	0.0	[0.0, 0.0]
01647543-v	fix	0.0	[0]
01647672-v	give	0.0	[0]
01649720-a	young	9.333333333333334	[0, 28.0, 0]
01652380-a	open	0.0	[0, 0, 0, 0, 0, 0, 0]
01652601-a	ajar	0.0	[0]
01653873-v	make	17.0	[0, 34.0]
01654377-a	open	0.0	[0]
01654628-v	build	0.0	[0]
01655505-v	establish	34.0	[34.0]
01661091-n	reptile	0.0	[0]
01661243-v	erect	34.0	[34.0]
01661289-a	good	64.0	[64.0, 64.0, 64.0, 64.0, 64.0]
01667729-a	successive	0.0	[0]
01673946-a	commonplace	0.0	[0]
01675073-v	strike	-32.666666666666664	[0, -34.0, -64.0]
01677200-a	terrible	-95.0	[-95.0, -95.0]
01677623-a	one	0.0	[0, 0]
01678417-a	singular	22.666666666666668	[34.0, 0, 34.0, 34.0, 34.0, 0]
01678417-a	remarkable	64.0	[64.0]
01678519-v	panel	0.0	[0, 0]
01693799-a	inside	0.0	[0]
01694223-a	covered	0.0	[0]
01698400-a	bare	-34.0	[-34.0]
01705513-a	visible	34.0	[34.0]
01712704-v	do	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01717901-a	subtle	0.0	[0]
01725273-a	impassable	0.0	[0.0]
01726692-n	serpent	-34.0	[-34.0]
01726692-n	snake	-8.666666666666666	[0, 0, -26.0]
01728476-a	ago	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
01729566-a	one time	0.0	[0]
01730329-a	last	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01731351-a	present	0.0	[0]
01732601-a	approaching	0.0	[0]
01744450-v	follow	0.0	[0]
01744515-a	keen	34.0	[34.0, 34.0]
01745653-a	sharp-eyed	34.0	[34.0]
01747203-v	scrawl	0.0	[0, 0, 0, 0]
01749320-a	perfect	95.0	[95.0]
01752585-n	adder	0.0	[0]
01752884-v	give rise	34.0	[34.0]
01755651-v	raise	34.0	[34.0]
01755816-v	make	5.666666666666667	[0, 0, 0, 0, 34.0, 0]
01762528-v	rouse	-34.0	[-34.0]
01764171-v	trouble	-64.0	[-64.0]
01766748-v	care	64.0	[64.0]
01767949-v	impress	64.0	[64.0]
01768724-a	own	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01771535-v	feel	0.0	[0, 0, 0, 0, 0]
01774426-v	loathe	-95.0	[-95.0]
01776214-v	care for	0.0	[0]
01779165-v	frighten	-64.0	[-64.0, -64.0, -64.0]
01780202-v	fear	-70.2	[-95.0, -64.0, -64.0, -64.0, -64.0]
01787408-a	blotched	0.0	[0]
01788445-a	speckled	0.0	[0, 0, 0]
01789481-a	spotted	0.0	[0]
